name	species	genus	family	order	class	phylum	kingdom
Breonia perrieri	170046	170041	24966	4055		35493	33090
Breonia sphaerantha	640126	170041	24966	4055		35493	33090
Buckollia volubilis	413271	413270	4056	4055		35493	33090
Bullockia fadenii	541071	58501	24966	4055		35493	33090
Bullockia mombazensis	541073	58501	24966	4055		35493	33090
Bullockia pseudosetiflora	258742	58501	24966	4055		35493	33090
Bullockia setiflora	642057	58501	24966	4055		35493	33090
Burchellia bubalina	58504	58503	24966	4055		35493	33090
Burchellia capensis	136892	58503	24966	4055		35493	33090
Burttdavya nyasica	170048	170047	24966	4055		35493	33090
Cabucala polysperma	396309	396308	4056	4055		35493	33090
Calciphila galgalensis	200210	370942	4056	4055		35493	33090
Calciphila gillettii	370943	370942	4056	4055		35493	33090
Callichilia barteri	141540	141539	4056	4055		35493	33090
Callichilia bequaertii	761031	141539	4056	4055		35493	33090
Callichilia inaequalis	761032	141539	4056	4055		35493	33090
Callichilia orientalis	403100	141539	4056	4055		35493	33090
Callichilia subsessilis	761033	141539	4056	4055		35493	33090
Callipeltis cucullaris	715648	715647	24966	4055		35493	33090
Calochone redingii	58496	58495	24966	4055		35493	33090
Calocrater preussii	761035	761034	4056	4055		35493	33090
Calolisianthus pendulus	84870	84869	21472	4055		35493	33090
Calolisianthus pulcherrimus	84871	84869	21472	4055		35493	33090
Calolisianthus speciosus	535949	84869	21472	4055		35493	33090
Calotropis gigantea	4066	4065	4056	4055		35493	33090
Calotropis procera	141467	4065	4056	4055		35493	33090
Calycophyllum candidissimum	43450	43449	24966	4055		35493	33090
Calycophyllum multiflorum	693332	43449	24966	4055		35493	33090
Calycophyllum spruceanum	271242	43449	24966	4055		35493	33090
Calycosia lageniformis	189133	189132	24966	4055		35493	33090
Calycosia macrocyatha	189134	189132	24966	4055		35493	33090
Calycosiphonia macrochlamys	349139	339283	24966	4055		35493	33090
Calycosiphonia spathicalyx	339284	339283	24966	4055		35493	33090
Cameraria latifolia	184264	184263	4056	4055		35493	33090
Camptocarpus mauritianus	63466	63465	4056	4055		35493	33090
Canscora alata	198361	82702	21472	4055		35493	33090
Canscora andrographioides	198362	82702	21472	4055		35493	33090
Canscora diffusa	84872	82702	21472	4055		35493	33090
Canscora pentanthera	82703	82702	21472	4055		35493	33090
Canthium armatum	164469	58501	24966	4055		35493	33090
Canthium bugoyense	164471	58501	24966	4055		35493	33090
Canthium carinatum	642031	58501	24966	4055		35493	33090
Canthium ciliatum	258738	58501	24966	4055		35493	33090
Canthium confertum	541070	58501	24966	4055		35493	33090
Canthium coromandelicum	58502	58501	24966	4055		35493	33090
Canthium glaucum	258739	58501	24966	4055		35493	33090
Canthium horridum	1009337	58501	24966	4055		35493	33090
Canthium inerme	164512	58501	24966	4055		35493	33090
Canthium mrimaense	258740	58501	24966	4055		35493	33090
Canthium oligocarpum	258741	58501	24966	4055		35493	33090
Canthium stenosepalum	164473	58501	24966	4055		35493	33090
Canthium tetraphyllum	43516	58501	24966	4055		35493	33090
Canthium venulosum	541074	58501	24966	4055		35493	33090
Capirona decorticans	86985	86984	24966	4055		35493	33090
Caralluma acutangula	197251	120809	4056	4055		35493	33090
Caralluma adenensis	197252	120809	4056	4055		35493	33090
Caralluma adscendens	197244	120809	4056	4055		35493	33090
Caralluma arabica	197253	120809	4056	4055		35493	33090
Caralluma arachnoidea	156238	120809	4056	4055		35493	33090
Caralluma awdeliana	797409	120809	4056	4055		35493	33090
Caralluma bhupinderana	500454	120809	4056	4055		35493	33090
Caralluma cicatricosa	797393	120809	4056	4055		35493	33090
Caralluma crenulata	141468	120809	4056	4055		35493	33090
Caralluma dicapuae	797394	120809	4056	4055		35493	33090
Caralluma diffusa	797395	120809	4056	4055		35493	33090
Caralluma edithae	797396	120809	4056	4055		35493	33090
Caralluma europaea	197236	120809	4056	4055		35493	33090
Caralluma faucicola	797397	120809	4056	4055		35493	33090
Caralluma flava	197254	120809	4056	4055		35493	33090
Caralluma flavovirens	797398	120809	4056	4055		35493	33090
Caralluma furta	797399	120809	4056	4055		35493	33090
Caralluma hexagona	197270	120809	4056	4055		35493	33090
Caralluma indica	141485	120809	4056	4055		35493	33090
Caralluma joannis	797400	120809	4056	4055		35493	33090
Caralluma lavranii	197255	120809	4056	4055		35493	33090
Caralluma munbyana	197237	120809	4056	4055		35493	33090
Caralluma pauciflora	797401	120809	4056	4055		35493	33090
Caralluma peckii	797402	120809	4056	4055		35493	33090
Caralluma penicillata	197256	120809	4056	4055		35493	33090
Caralluma priogonium	197245	120809	4056	4055		35493	33090
Caralluma quadrangula	197271	120809	4056	4055		35493	33090
Caralluma sarkariae	500447	120809	4056	4055		35493	33090
Caralluma sinaica	197247	120809	4056	4055		35493	33090
Caralluma socotrana	197272	120809	4056	4055		35493	33090
Caralluma solenophora	797404	120809	4056	4055		35493	33090
Caralluma speciosa	797405	120809	4056	4055		35493	33090
Caralluma staintonii	797406	120809	4056	4055		35493	33090
Caralluma stalagmifera	500448	120809	4056	4055		35493	33090
Caralluma subulata	197246	120809	4056	4055		35493	33090
Caralluma tuberculata	197238	120809	4056	4055		35493	33090
Caralluma turneri	797408	120809	4056	4055		35493	33090
Carapichea ipecacuanha	77880	720621	24966	4055		35493	33090
Carissa bispinosa	84861	84860	4056	4055		35493	33090
Carissa carandas	141541	84860	4056	4055		35493	33090
Carissa macrocarpa	403101	84860	4056	4055		35493	33090
Carissa ovata	403102	84860	4056	4055		35493	33090
Carissa spinarum	429256	84860	4056	4055		35493	33090
Carpacoce spermacocea	158855	120372	24966	4055		35493	33090
Carphalea angulata	387009	58432	24966	4055		35493	33090
Carphalea cloiselii	387010	58432	24966	4055		35493	33090
Carphalea kirondron	387011	58432	24966	4055		35493	33090
Carphalea madagascariensis	387012	58432	24966	4055		35493	33090
Carphalea obovata	387013	58432	24966	4055		35493	33090
Carphalea pervilleana	387014	58432	24966	4055		35493	33090
Carphalea pubescens	387015	58432	24966	4055		35493	33090
Carvalhoa campanulata	184392	184391	4056	4055		35493	33090
Casasia calophylla	136962	58499	24966	4055		35493	33090
Casasia clusiifolia	58500	58499	24966	4055		35493	33090
Casasia jacquinioides	203048	58499	24966	4055		35493	33090
Catesbaea fuertesii	224026	43451	24966	4055		35493	33090
Catesbaea glabra	297558	43451	24966	4055		35493	33090
Catesbaea holacantha	153740	43451	24966	4055		35493	33090
Catesbaea parviflora	297559	43451	24966	4055		35493	33090
Catesbaea parvifolia	128287	43451	24966	4055		35493	33090
Catesbaea spinosa	43452	43451	24966	4055		35493	33090
Catharanthus roseus	4058	4057	4056	4055		35493	33090
Catharanthus trichophyllus	319559	4057	4056	4055		35493	33090
Catunaregam nilotica	353862	136893	24966	4055		35493	33090
Catunaregam spinosa	136894	136893	24966	4055		35493	33090
Caudanthera edulis	120810	196415	4056	4055		35493	33090
Centaurium barrelieri	321344	50750	21472	4055		35493	33090
Centaurium bianoris	321345	50750	21472	4055		35493	33090
Centaurium cachanlahuen	225565	50750	21472	4055		35493	33090
Centaurium capense	186263	50750	21472	4055		35493	33090
Centaurium capitatum	50751	50750	21472	4055		35493	33090
Centaurium centaurioides	321346	50750	21472	4055		35493	33090
Centaurium chloodes	321347	50750	21472	4055		35493	33090
Centaurium erythraea	172057	50750	21472	4055		35493	33090
Centaurium favargeri	225560	50750	21472	4055		35493	33090
Centaurium floribundum	197660	50750	21472	4055		35493	33090
Centaurium gypsicola	225561	50750	21472	4055		35493	33090
Centaurium littorale	225562	50750	21472	4055		35493	33090
Centaurium mairei	172061	50750	21472	4055		35493	33090
Centaurium majus	321349	50750	21472	4055		35493	33090
Centaurium malzacianum	321350	50750	21472	4055		35493	33090
Centaurium maritimum	82704	50750	21472	4055		35493	33090
Centaurium pulchellum	172069	50750	21472	4055		35493	33090
Centaurium scilloides	225563	50750	21472	4055		35493	33090
Centaurium serpentinicola	321353	50750	21472	4055		35493	33090
Centaurium somedanum	321354	50750	21472	4055		35493	33090
Centaurium suffruticosum	321356	50750	21472	4055		35493	33090
Centaurium tenuiflorum	172076	50750	21472	4055		35493	33090
Centaurium turcicum	321357	50750	21472	4055		35493	33090
Centaurium uliginosum	321358	50750	21472	4055		35493	33090
Cephalanthus glabratus	170181	43460	24966	4055		35493	33090
Cephalanthus natalensis	88193	43460	24966	4055		35493	33090
Cephalanthus occidentalis	43461	43460	24966	4055		35493	33090
Cephalanthus salicifolius	170049	43460	24966	4055		35493	33090
Ceratopyxis verbenacea	128289	128288	24966	4055		35493	33090
Cerbera manghas	141545	141544	4056	4055		35493	33090
Cerbera odollam	141546	141544	4056	4055		35493	33090
Cerbera venenifera	184278	141544	4056	4055		35493	33090
Cerberiopsis candelabra	84863	84862	4056	4055		35493	33090
Ceriscoides sessiliflora	136896	136895	24966	4055		35493	33090
Ceropegia abyssinica	424966	52825	4056	4055		35493	33090
Ceropegia albisepta	424967	52825	4056	4055		35493	33090
Ceropegia ambovombensis	424968	52825	4056	4055		35493	33090
Ceropegia anantii	480529	52825	4056	4055		35493	33090
Ceropegia anjanerica	480530	52825	4056	4055		35493	33090
Ceropegia arabica	424969	52825	4056	4055		35493	33090
Ceropegia aristolochioides	424970	52825	4056	4055		35493	33090
Ceropegia attenuata	480531	52825	4056	4055		35493	33090
Ceropegia ballyana	206222	52825	4056	4055		35493	33090
Ceropegia bulbosa	197248	52825	4056	4055		35493	33090
Ceropegia cimiciodora	797410	52825	4056	4055		35493	33090
Ceropegia crassifolia	424971	52825	4056	4055		35493	33090
Ceropegia cufodontii	424972	52825	4056	4055		35493	33090
Ceropegia cumingiana	424973	52825	4056	4055		35493	33090
Ceropegia denticulata	424974	52825	4056	4055		35493	33090
Ceropegia dichotoma	424975	52825	4056	4055		35493	33090
Ceropegia distincta	197249	52825	4056	4055		35493	33090
Ceropegia elegans	480533	52825	4056	4055		35493	33090
Ceropegia evansii	480534	52825	4056	4055		35493	33090
Ceropegia fantastica	480535	52825	4056	4055		35493	33090
Ceropegia filiformis	424976	52825	4056	4055		35493	33090
Ceropegia foliosa	424977	52825	4056	4055		35493	33090
Ceropegia gilgiana	424978	52825	4056	4055		35493	33090
Ceropegia hirsuta	480536	52825	4056	4055		35493	33090
Ceropegia huberi	480537	52825	4056	4055		35493	33090
Ceropegia humbertii	424979	52825	4056	4055		35493	33090
Ceropegia intermedia	424980	52825	4056	4055		35493	33090
Ceropegia jainii	480538	52825	4056	4055		35493	33090
Ceropegia juncea	185234	52825	4056	4055		35493	33090
Ceropegia konasita	424981	52825	4056	4055		35493	33090
Ceropegia lawii	480539	52825	4056	4055		35493	33090
Ceropegia linearis	424983	52825	4056	4055		35493	33090
Ceropegia longifolia	424982	52825	4056	4055		35493	33090
Ceropegia maccannii	424984	52825	4056	4055		35493	33090
Ceropegia mahabalei	480540	52825	4056	4055		35493	33090
Ceropegia media	480541	52825	4056	4055		35493	33090
Ceropegia meleagris	424985	52825	4056	4055		35493	33090
Ceropegia meyeri-johannis	424986	52825	4056	4055		35493	33090
Ceropegia mohanramii	480542	52825	4056	4055		35493	33090
Ceropegia monticola	423483	52825	4056	4055		35493	33090
Ceropegia nilotica	120811	52825	4056	4055		35493	33090
Ceropegia noorjahaniae	480543	52825	4056	4055		35493	33090
Ceropegia occidentalis	797411	52825	4056	4055		35493	33090
Ceropegia oculata	480545	52825	4056	4055		35493	33090
Ceropegia odorata	480546	52825	4056	4055		35493	33090
Ceropegia panchganiensis	480547	52825	4056	4055		35493	33090
Ceropegia pubescens	423484	52825	4056	4055		35493	33090
Ceropegia racemosa	423485	52825	4056	4055		35493	33090
Ceropegia radicans	206223	52825	4056	4055		35493	33090
Ceropegia robynsiana	423486	52825	4056	4055		35493	33090
Ceropegia rollae	480548	52825	4056	4055		35493	33090
Ceropegia rupicola	423487	52825	4056	4055		35493	33090
Ceropegia sahyadrica	480549	52825	4056	4055		35493	33090
Ceropegia sandersonii	141469	52825	4056	4055		35493	33090
Ceropegia sankuruensis	423488	52825	4056	4055		35493	33090
Ceropegia santapaui	480550	52825	4056	4055		35493	33090
Ceropegia saxatilis	156239	52825	4056	4055		35493	33090
Ceropegia simoneae	423489	52825	4056	4055		35493	33090
Ceropegia spiralis	481185	52825	4056	4055		35493	33090
Ceropegia striata	156242	52825	4056	4055		35493	33090
Ceropegia variegata	423490	52825	4056	4055		35493	33090
Ceropegia vincifolia	480552	52825	4056	4055		35493	33090
Ceropegia woodii	52826	52825	4056	4055		35493	33090
Ceropegia yemenensis	423491	52825	4056	4055		35493	33090
Chalepophyllum guyanense	271256	271255	24966	4055		35493	33090
Chamaepentas hindsioides	387057	640080	24966	4055		35493	33090
Chamaepentas longituba	387061	640080	24966	4055		35493	33090
Chamaepentas nobilis	387064	640080	24966	4055		35493	33090
Chamaepentas pseudomagnifica	387066	640080	24966	4055		35493	33090
Chapeliera madagascariensis	543508	543507	24966	4055		35493	33090
Chassalia catati	509941	58430	24966	4055		35493	33090
Chassalia parviflora	58431	58430	24966	4055		35493	33090
Chassalia subcordatifolia	180019	58430	24966	4055		35493	33090
Chassalia subochreata	180020	58430	24966	4055		35493	33090
Chazaliella abrupta	58435	58434	24966	4055		35493	33090
Chazaliella macrocarpa	180021	58434	24966	4055		35493	33090
Chazaliella parviflora	339315	128404	24966	4055		35493	33090
Chazaliella sciadephora	60098	58434	24966	4055		35493	33090
Chelonanthus alatus	82716	82715	21472	4055		35493	33090
Chelonanthus albus	84873	82715	21472	4055		35493	33090
Chelonanthus angustifolius	198363	82715	21472	4055		35493	33090
Chelonanthus grandiflorus	535950	82715	21472	4055		35493	33090
Chelonanthus purpurascens	84874	82715	21472	4055		35493	33090
Chelonanthus viridiflorus	84875	82715	21472	4055		35493	33090
Chilocarpus costatus	403103	55191	4056	4055		35493	33090
Chilocarpus rostratus	429257	55191	4056	4055		35493	33090
Chilocarpus suaveolens	55192	55191	4056	4055		35493	33090
Chimarrhis cymosa	693333	86986	24966	4055		35493	33090
Chimarrhis glabriflora	128290	86986	24966	4055		35493	33090
Chimarrhis hookeri	86987	86986	24966	4055		35493	33090
Chimarrhis microcarpa	128291	86986	24966	4055		35493	33090
Chimarrhis parviflora	681421	86986	24966	4055		35493	33090
Chimarrhis turbinata	128292	86986	24966	4055		35493	33090
Chiococca alba	28527	25066	24966	4055		35493	33090
Chiococca filipes	297560	25066	24966	4055		35493	33090
Chiococca pachyphylla	297561	25066	24966	4055		35493	33090
Chiococca parviflora	297562	25066	24966	4055		35493	33090
Chiococca pubescens	297563	25066	24966	4055		35493	33090
Chione sylvicola	153741	128406	24966	4055		35493	33090
Chione venosa	128445	128406	24966	4055		35493	33090
Chironia baccifera	82706	82705	21472	4055		35493	33090
Chironia laxa	198364	82705	21472	4055		35493	33090
Chironia linoides	83318	82705	21472	4055		35493	33090
Chironia palustris	592784	82705	21472	4055		35493	33090
Chironia purpurascens	592786	82705	21472	4055		35493	33090
Chlorochorion foetidum	387017	387016	24966	4055		35493	33090
Chlorochorion monticola	387018	387016	24966	4055		35493	33090
Chomelia angustifolia	768878	61924	24966	4055		35493	33090
Chomelia brasiliana	339285	61924	24966	4055		35493	33090
Chomelia spinosa	336056	61924	24966	4055		35493	33090
Chomelia tenuiflora	128293	61924	24966	4055		35493	33090
Chonemorpha fragrans	141548	141547	4056	4055		35493	33090
Chorisepalum ovatum	197662	197661	21472	4055		35493	33090
Chorisepalum psychotrioides	535951	197661	21472	4055		35493	33090
Choulettia reboudiana	392979	392978	24966	4055		35493	33090
Cibirhiza albersiana	184378	184377	4056	4055		35493	33090
Cibirhiza dhofarensis	187499	184377	4056	4055		35493	33090
Cibirhiza spiculata	545240	184377	4056	4055		35493	33090
Cicendia filiformis	82708	82707	21472	4055		35493	33090
Cicendia quadrangularis	84876	82707	21472	4055		35493	33090
Ciliosemina pedunculata	768869	768868	24966	4055		35493	33090
Cinchona calisaya	153742	43462	24966	4055		35493	33090
Cinchona macrocalyx	273779	43462	24966	4055		35493	33090
Cinchona mutisii	273780	43462	24966	4055		35493	33090
Cinchona officinalis	273781	43462	24966	4055		35493	33090
Cinchona pitayensis	128294	43462	24966	4055		35493	33090
Cinchona pubescens	50278	43462	24966	4055		35493	33090
Cinchonopsis amazonica	273778	273777	24966	4055		35493	33090
Cionura erecta	157398	157397	4056	4055		35493	33090
Cladoceras subcapitatum	353838	353837	24966	4055		35493	33090
Cleghornia malaccensis	429490	429489	4056	4055		35493	33090
Clemensiella mariae	945148	945147	4056	4055		35493	33090
Coccocypselum condalia	353863	35903	24966	4055		35493	33090
Coccocypselum guianense	60040	35903	24966	4055		35493	33090
Coccocypselum hirsutum	58498	35903	24966	4055		35493	33090
Coccocypselum lanceolatum	60039	35903	24966	4055		35493	33090
Coddia rudis	114465	114464	24966	4055		35493	33090
Coelospermum balansanum	83576	59631	24966	4055		35493	33090
Coelospermum crassifolium	659025	59631	24966	4055		35493	33090
Coelospermum dasylobum	659026	59631	24966	4055		35493	33090
Coelospermum monticola	59632	59631	24966	4055		35493	33090
Coelospermum paniculatum	659027	59631	24966	4055		35493	33090
Coffea abbayesii	339879	13442	24966	4055		35493	33090
Coffea abeokutae	213304	13442	24966	4055		35493	33090
Coffea ambongensis	339880	13442	24966	4055		35493	33090
